Prefix,Name,Price
L,"LIFOL, Gélule",89.9
L,"LIFONGID 1 %, Crème",40
L,"LIFONGID 1 %, Crème",59
L,"LIFONGID 250 MG, Comprimé",75
L,"LIFONGID 250 MG, Comprimé",139
L,"LIFONGID 250 MG, Comprimé",249
L,"LIKACIN 500 MG / 2 ML, Solution pour injection IM / IV à 500 MG",68.3
L,"LIORESAL 10 MG, Comprimé",105.8
L,"LIOTON 1000 000 UI, Gel",49.5
L,"LIPANOR 100 MG, Gélule (Retiré du marché)",82
L,"LIPANTHYL 160 MG, Comprimé",116.8
L,"LIPANTHYL 200 MG, Gélule",99.5
L,"LIPISTAT 10 MG, Comprimé enrobé",75
L,"LIPISTAT 20 MG, Comprimé enrobé",91
L,"LIPISTAT 40 MG, Comprimé enrobé",159.6
L,"LIPODOX 20 MG / 10 ML, Concentré pour solution pour perfusion IV en flacon",2053
L,"LIPODOX 50 MG / 25 ML, Concentré pour solution pour perfusion IV en flacon",4126
L,"LIPOSIC, Gel ophtalmique",34
L,"LIRAPYN 150 MG, Gélule [P]",952
L,"LIRAPYN 150 MG, Gélule [P]",200
L,"LIRAPYN 150 MG, Gélule [P]",364
L,"LIRAPYN 150 MG, Gélule [P]",540
L,"LIRAPYN 25 MG, Gélule [P]",366
L,"LIRAPYN 25 MG, Gélule [P]",72.9
L,"LIRAPYN 25 MG, Gélule [P]",142.4
L,"LIRAPYN 25 MG, Gélule [P]",213
L,"LIRAPYN 300 MG, Gélule [P]",1130
L,"LIRAPYN 300 MG, Gélule [P]",528
L,"LIRAPYN 300 MG, Gélule [P]",799
L,"LIRAPYN 50 MG, Gélule [P]",610
L,"LIRAPYN 50 MG, Gélule [P]",113.4
L,"LIRAPYN 50 MG, Gélule [P]",219
L,"LIRAPYN 50 MG, Gélule [P]",305
L,"LIRAPYN 75 MG, Gélule [P]",762
L,"LIRAPYN 75 MG, Gélule [P]",141.6
L,"LIRAPYN 75 MG, Gélule [P]",273
L,"LIRAPYN 75 MG, Gélule [P]",381
L,"LISOR 10 MG / 5 MG, Comprimé",72
L,"LISOR 20 MG / 10 MG, Comprimé",122.1
L,"LITAK 10 MG / 5ML, Solution injectable pour injection ou perfusion IV en flacon",16500
L,"LITAK 10 MG / 5ML, Solution injectable pour injection ou perfusion IV en flacon de 20 ml",3800
L,"LOCAPRED 0.1 % , Crème",16.6
L,"LOCATOP 0.1 % , Crème",30
L,"LOCERYL 5 %, Solution filmogène",321
L,"LODES 5 MG, Comprimé",38
L,"LODES 5 MG, Comprimé",65
L,"LODES 5 MG, Comprimé",20
L,"LODOZ 10 MG / 6.25 MG, Comprimé pelliculé",71.6
L,"LODOZ 2.5 MG / 6.25 MG, Comprimé pelliculé",59.1
L,"LODOZ 5 MG / 6.25 MG, Comprimé pelliculé",71.6
L,"LOFAT 200 MG, Gélule",99.5
L,"LOFAT 67 MG, Gélule",87
L,"LOMET 15 MG, Gélule",45
L,"LOMET 15 MG, Gélule",25
L,"LOMET 15 MG, Gélule",35
L,"LOMET 30 MG, Gélule",25
L,"LOMET 30 MG, Gélule",37
L,"LOMET 30 MG, Gélule",70
L,"LONGAMYCINE 100 MG, Comprimé",34.6
L,"LONGAMYCINE 200 MG, Comprimé",47.5
L,"LONSURF 15 MG / 6.14 MG, Comprimé pélliculé",5901
L,"LONSURF 20 MG / 8.19 MG, Comprimé pélliculé",7735
L,"LOPERIUM 2 MG, Gélule",22.9
L,"LOPRESSOR RETARD 200 MG, Comprimé sécable",45.8
L,"LORACTYNE 10 MG, Comprimé",48.9
L,"LORCARD 5 MG, Comprimé",25
L,"LORCARD 5 MG, Comprimé",47.5
L,"LOREUS 0.5 MG / ML, Solution buvable",24.5
L,"LOREUS 5 MG, Comprimé pelliculé",40.7
L,"LOREUS 5 MG, Comprimé pelliculé",78.2
L,"LOREUS 5 MG, Comprimé pelliculé",21.5
L,"LORIX 10 MG, Comprimé",40
L,"LORODES 0.5 MG / ML, Solution buvable",25
L,"LORODES 5 MG, Comprimé",30.8
L,"LORODES 5 MG, Comprimé",78.6
L,"LOSACAR 100 MG / 25 MG, Comprimé enrobé",79.4
L,"LOSACAR 100 MG / 25 MG, Comprimé enrobé",139.7
L,"LOSACAR 50 MG / 12,5 MG, Comprimé enrobé",40
L,"LOSACAR 50 MG / 12,5 MG, Comprimé enrobé",70
L,"LOSARTAN / HYDROCHLOROTHIAZIDE GT 50 MG / 12.5 MG, Comprimé pelliculé",114.3
L,"LOSARTAN GT 100 MG, Comprimé pelliculé",148
L,"LOSARTAN GT 100 MG, Comprimé pelliculé (Retiré du marché)",120
L,"LOSARTAN GT 50 MG, Comprimé pelliculé",60
L,"LOSARTAN GT 50 MG, Comprimé pelliculé",86
L,"LOSARTAN/HYDROCHLOROTHIAZIDE GT 50 MG / 12,5 MG, Comprimé pelliculé (Retiré du marché))",89
L,"LOSCITA 10 MG, Comprimé pelliculé sécable [P]",69.8
L,"LOSCITA 10 MG, Comprimé pelliculé sécable [P]",119.8
L,"LOTEMAX 0.5 %, Suspension ophtalmique",112.5
L,"LOTEVAN 10 MG / 160 MG, Comprimé pelliculé",198.2
L,"LOTEVAN 10 MG / 320 MG, Comprimé pelliculé",267
L,"LOTEVAN 5 MG / 160 MG, Comprimé pelliculé",198.2
L,"LOTEVAN 5 MG / 320 MG, Comprimé pelliculé",267
L,"LOVANIC 500 MG, Comprimé pelliculé sécable",79.3
L,"LOVANIC 500 MG, Comprimé pelliculé sécable",139.5
L,"LOVENOX 4000UI antiXa / 0.4 ML, Solution injectable",138.1
L,"LOWRAC 5 MG, Gélule",53
L,"LOWRAC 5 MG, Gélule",27.4
L,"LOXEN 10 MG / 10 ML, Solution injectable du I.V",110.2
L,"LOXEN 20 MG, Comprimé sécable",65.4
L,"LOXEN L.P 50 MG, Gélule à libération prolongée",206
L,"LUDIOMIL 25 MG, Comprimé pelliculé [P]",51.3
L,"LUDIOMIL 75 MG, Comprimé pelliculé [P]",81.3
L,"LUMIGAN 0.1 MG / ML, Collyre en solution",203
L,"LUMIGAN 0.3 MG / ML, Collyre en solution",230
L,"LUSTRAL 100 MG, Comprimé [P]",94.7
L,"LUSTRAL 100 MG, Comprimé [P]",166.8
L,"LUSTRAL 50 MG, Comprimé [P]",52
L,"LUSTRAL 50 MG, Comprimé [P]",93
L,"LUTENYL 5 MG, Comprimé sécable",57
L,"LUVERIS 75 U.I, Poudre pour préparation injectable",266
L,"LYNFAVEN, Comprimé",110
L,"LYRICA 150 MG, Gélule [P]",420
L,"LYRICA 25 MG, Gélule [P]",141.1
L,"LYRICA 300 MG, Gélule [P]",684
L,"LYRICA 75 MG, Gélule [P]",307
L,"LYSANXIA 10 MG, Comprimé [P] [TAB IV-CV]",23.1
L,"LYSANXIA 15 MG / ML, Gouttes Buvables [P] [TAB IV-CV]",37.6
L,"LYSO 6, Comprimé Sublingual",15
L,"LYSOPURIC 100 MG, Comprimé",26.2
M,"M-M-R II, Poudre et solvant pour suspension injectable [V]",157.1
M,"MAALOX MAUX D'ESTOMAC, Sachet",32
M,"MABTHERA 100 MG / 10 ML, Concentré pour perfusion",5130
M,"MABTHERA 1400 MG / 11.7 ML, Solution pour injection SC",16778
M,"MABTHERA 500 MG / 50 ML, Concentré pour perfusion",12087
M,"MACROMAX 300 MG, Poudre pour suspension buvable en Sachet",135
M,"MACROMAX 500 MG, Comprimé",63
M,"MADECASSOL 1 %, Onguent",24
M,"MADECASSOL 1 %, Onguent",51.7
M,"MADECASSOL 2 %, Poudre",41.1
M,"MADOPAR 250 MG, Comprimé quadrisécable [P]",200
M,"MAG 2 100 MG, Comprimé",24.5
M,"MAG 2 122 MG / 10 ML, Solution buvable en ampoule",63.4
M,"MAG 2, Solution buvable en ampoule sans sucre",45
M,"MAGBUL MAGNESIUM 300MG VITAMINE B6+ TAURINE, Comprimé éffervescent",89.9
M,"MAGMINE, Comprimé sans sucre et sans sel",99
M,"MAGNE B6, Comprimé",30.8
M,"MAGNE B6, Solution buvable en ampoule",32.9
M,"MAGNE CONTROL, Comprimé",155
M,"MAGNE PLUS, Comprimé effervescent",85
M,"MAGNE UP MAGNESIUM, Comprimé",85
M,"MAGNEFIX MAGNESIUM 300MG+VITAMINE B6, Gélule",89
M,"MAGNEMAR 300 MG, Comprimé",89.5
M,"MAGNÉPREV 500, Comprimé effervescent",96
M,"MAGNEPURE, Comprimé",69
M,"MAGNÉSIUM MG 100, Comprimé effervescent",98
M,"MAGNÉSIUM MG 100, Comprimé effervescent",54
M,"MAGNEVIST 46,90 %, Soluté injectable (AMM suspendue )",603
M,"MAGNEVIST 46,90 %, Soluté injectable (AMM suspendue)",992
M,"MAGNEVIST 46,90 %, Soluté injectable (AMM suspendue)",347
M,"MAGNEZEN, Comprimé effervescent",45
M,"MAGPLUS MAGNESIUM 300MG VITAMINE B6, Gélule",69.9
M,"MAGPLUS MAGNESIUM CO 300MG VITAMINE B6, Gélule",85.9
M,"MAGPLUS MAGNESIUM CO 300MG VITAMINE B6, Gélule",39.9
M,"MAGPLUS, Gélule",89.9
M,"MAGTOP, Comprimé sans sucre et sans sel",84
M,"MALANIL 250 MG / 100 MG ADULTE, Comprimé",497
M,"MALTOFER 10 MG, Solution buvable",35.7
M,"MALTOFER 100 MG, Comprimé pelliculé",38.5
M,"MALTOFER FOL, Comprimé",47.3
M,"MANAHAÉ , Capsule",159
M,"MANEF 300 MG, Comprimé effervescent",55
M,"MANEF 300 MG, Comprimé effervescent",99
M,"MANIEZ 24, Comprimé",115
M,"MANNITOL 10 %, Solution injectable",316
M,"MANNITOL 20 %, Solution Injectable",322
M,"Marimer hypertonique, Spray",99.5
M,"MARVIL 10 MG, Comprimé enrobé [P]",271
M,"MARVIL 10 MG, Comprimé enrobé [P]",80
M,"MARVIL 5 MG, Comprimé enrobé [P]",156.2
M,"MATERNOV, Gélule",69.5
M,"MATERVIT, Comprimé",108
M,"MAVENCLAD 10 MG, Comprimé",23602
M,"MAXI 20, Comprimé effervescent sans sucre",77.4
M,"MAXI G FER, Sirop",73.65
M,"MAXI G, Comprimé effervescent sans sucre",76.5
M,"MAXICLAV 1 G / 125 MG, Sachet",132
M,"MAXICLAV 1 G / 125 MG, Sachet",87
M,"MAXICLAV 1 G / 125 MG, Sachet",153.1
M,"MAXICLAV 1 G / 200 MG, Poudre pour préparation injectable",40
M,"MAXICLAV 100 MG / 12.5 MG / ML, Poudre pour suspension buvable",31.1
M,"MAXICLAV 100 MG / 12.5 MG / ML, Poudre pour suspension buvable",51
M,"MAXICLAV 500 MG / 62.5 MG, Sachet",90
M,"MAXICLAV 500 MG / 62.5 MG, Sachet",102.1
M,"MAXICLAV 500 MG / 62.5 MG, Sachet",58
M,"MAXIDROL, Collyre",30.1
M,"MAXIDROL, Pommade ophtalmique",22.4
M,"MAXILASE 200 UCEIP / ML, Sirop",44
M,"MAXILASE 3000 UCEIP, Comprimé enrobé",60.1
M,"MAXIMAG 1.5 MG, Solution buvable",61.2
M,"MAXITONE, Ampoule buvable",89.5
M,"MEBEVERINE FORTE, Comprimé pelliculé",54.7
M,"MEBO, Pommade",140
M,"MEDEP 10 MG, Comprimé",75.2
M,"MEDEP 10 MG, Comprimé",98.4
M,"MEDEP 5 MG, Comprimé",26.6
M,"MEDEP 5 MG, Comprimé",49.4
M,"MEDEP 5 MG, Comprimé",98.4
M,"MEDIBRONC ADULTE, Solution buvable",26.5
M,"MEDIBRONC ENFANT, Sirop",16.4
M,"MEDIVEINE 600 MG, Comprimé sécable",60
M,"MEDIZAPIN 10 MG, Comprimé [P]",114.2
M,"MEDIZAPIN 10 MG, Comprimé [P]",291
M,"MEDIZAPIN 2.5 MG, Comprimé [P]",52.1
M,"MEDIZAPIN 5 MG, Comprimé [P]",167.4
M,"MEDIZAPIN 5 MG, Comprimé [P]",65.6
M,"MEDIZAPIN 7.5 MG, Comprimé [P]",165
M,"MEDIZAPIN 7.5 MG, Comprimé [P]",418
M,"MEDROL 16 MG, Comprimé sécable",65.7
M,"MEDROL 4 MG, Comprimé sécable",35.1
M,"MEDZAR 100 MG, Comprimé",128
M,"MEDZAR 50 MG, Comprimé",65
M,"MEFSAL 15 MG, Comprimé sécable",79
M,"MEFSAL 7.5 MG, Comprimé",54.6
M,"MEFSAL 7.5 MG, Comprimé",29.5
M,"MEFSAL15 MG, Comprimé sécable",39
M,"MEGAFLOX 250 MG, Comprimé pelliculé",51.4
M,"MEGAFLOX 500 MG, Comprimé pelliculé",74.8
M,"MEGAFLOX IV 200 MG / 100 ML, Solution pour perfusion",151
M,"MEGAMAG 45 MG, Gélule",47.4
M,"MEGASFON 150 MG / 150 MG, Suppositoire",19.6
M,"MEGASFON 160 MG, Comprimé orodispersible",58.3
M,"MEGASFON 160 MG, Comprimé orodispersible",33
M,"MEGASFON 80 MG, Comprimé orodispersible",19.5
M,"MEGASFON 80 MG, Comprimé orodispersible",34.4
M,"MEIACT 200 MG, Comprimés pelliculé",224
M,"MELADININE 10 mg , Comprimé",25.5
M,"MELAXIB, Pâte orale",68
M,"MELAXOSE 3.50  G / 4.29 G / 2.14 G, Pâte orale",68
M,"MELICAM 15 MG, Comprimé",83.6
M,"MELICAM 7.5 MG, Comprimé",51
M,"MELOXAM 15 MG, Comprimé",60.9
M,"MELOXAM 15 MG, Comprimé",107.3
M,"MELOXAM 7.5 MG, Comprimé",36.2
M,"MELOXAM 7.5 MG, Comprimé",70
M,"MELOXICAM GT 15 MG, Comprimé (Retiré du marché)",115.9
M,"MELOXICAM GT 15 MG, Comprimé sécable",87.8
M,"MELOXICAM GT 7,5 MG, Comprimé (Retiré du marché)",72.1
M,"MELOXICAM GT 7.5 MG, Comprimé",54.6
M,"MEMANTINE GT 10 MG, Comprimé pelliculé",135.2
M,"MEMANTINE GT 20 MG, Comprimé pelliculé",212
M,"MENACTRA 4 μg, Solution injectable [V]",734
M,"MENCEVAX AC VACCIN LYOPHILISÉ, Préparation injectable (Retiré du marché) [V]",180
M,MENINGO A+C (Retiré du marché) [V],100.6
M,"MENOCONCEPT, Comprimé",164
M,"MENOPUR 75 UI, Poudre + Solvant",1183
M,"MERCILON 3 MG / 0.02 MG, Comprimé",58
M,"MERCRYL, Solution moussante NF",38.6
M,"MERCRYL, Solution moussante NF",21.15
M,"MESTINON 60 MG, Comprimé",62.9
M,"METALYSE 10000 UI PDI, Poudre et solvant pour solution injectable",11007
M,"METANAZ 50 µg, Suspension pour pulvérisation nasale",110
M,"METEOSPASMYL, Capsule molle",40.4
M,"METFORMINE WIN 1000 MG, Comprimé",19.9
M,"METFORMINE WIN 500 MG, Comprimé pelliculé",10.4
M,"METFORMINE WIN 850 MG, Comprimé sécable",17.1
M,"METHOTREXATE BELLON 25 MG / ML, Solution injectable (Retiré du marché)",36.3
M,"METHOTREXATE BELLON 5 MG / 2 ML, Solution injectable (Retiré du marché)",21.2
M,"METHOTREXATE BIODIM 25 MG, Solution injectable",94.1
M,"METHOTREXATE BIODIM 5 MG / 2ML, Solution injectable",38.1
M,"METHOTREXATE MYLAN 100 MG / ML, Solution injectable",3439
M,"METHOTREXATE MYLAN 2.5 MG / ML, Solution injectable",187
M,"METHOTREXATE MYLAN 5 G, Solution injectable",11067
M,"METHOTREXATE MYLAN 5 G, Solution injectable",178
M,"METHOTREXATE MYLAN 50 MG / 2 ML, Solution injectable",486
M,"METHYLPREDNISOLONE ISIO 40 MG, Poudre pour solution injectable",22
M,"METHYLPREDNISOLONE MYLAN 1 G, Poudre pour solution injectable(IV)",1506
M,"METHYLPREDNISOLONE MYLAN 120 MG, Poudre pour solution injectable(IM-IV)",980
M,"METHYLPREDNISOLONE MYLAN 20 MG, Poudre pour solution injectable(IM-IV)",285
M,"METHYLPREDNISOLONE MYLAN 40 MG, Poudre solution injectable (IM-IV)",421
M,"METHYLPREDNISOLONE MYLAN 500 MG, Poudre solution injectable (IV)",935
M,"METRINELLE 2 MG, Comprimé",186.9
M,"METRIS, Solution pour perfusion",45
M,"METRONIDAZOLE B.BRAUN 5 MG / ML, Solution pour perfusion",515
M,"METRONIDAZOLE COOPER, Solution injectable pour perfusion en poche de 100 ML",644
M,"METRONIDAZOLE COOPER, Solution injectable pour perfusion en poche de 100 ML",32.9
M,"METROZAL 250 MG, Comprimé",18.3
M,"METROZAL 4 %, Suspension buvable",24.5
M,"METROZAL 500 MG, Comprimé",32.5
M,"METROZAL 500 MG, Ovule",27.7
M,"MEXINE 250 MG, Comprimé",35.5
M,"MEXINE 250 MG, Comprimé",67.3
M,"MEXINE 500 MG, Comprimé",71
M,"MEXINE 500 MG, Comprimé",131.6
M,"MEXINE 750 MG, Comprimé",126.2
M,"MEZOR 20 MG, Gélule",46
M,"MEZOR 20 MG, Gélule",82.1
M,"MEZOR 20 MG, Gélule",144.5
M,"MEZOR 40 MG, Gélule",69.8
M,"MEZOR 40 MG, Gélule",122.8
M,"MEZOR 40 MG, Gélule",215
M,"MG TOP 300 MG, Comprimé effervescent",48
M,"MG TOP 300 MG, Comprimé effervescent",88
M,"MIA MAGNESIUM MARIN VITAMINE B12 VITAMINE B6, Gélule",89
M,"MIBRAL 10 MG, Comprimé",80.5
M,"MIBRAL 10 MG, Comprimé (Retiré du marché)",186.5
M,"MIBRAL 5 MG, Comprimé",53
M,"MIBRAL 5 MG, Comprimé (Retiré du marché)",125
M,"MICARDIS 40 MG, Comprimé",168.8
M,"MICARDIS 80 MG, Comprimé",200
M,"MICARDIS PLUS 80 MG / 12,5 MG, Comprimé",200
M,"MICRODIOL 0.15 / 0.03 MG, Comprimé",28.4
M,"MICROGYNON 0.15 MG / 0.03 MG, Comprimé enrobé",8.8
M,"MICROPAKINE LP 1000 MG, Granulés à libération prolongée en sachet [P]",342
M,"MICROPAKINE LP 250 MG, Granulés à libération prolongée en sachet [P]",90.9
M,"MICROPAKINE LP 500 MG, Granulés à libération prolongée en sachet [P]",176.4
M,"MICROPAKINE LP 750 MG, Granulés à  libération prolongée en sachet [P]",261
M,"MICROVAL 30 µG, Comprimé enrobé",13.9
M,"MICROZIDE 80 MG, Comprimé sécable",22
M,"MICROZIDE 80 MG, Comprimé sécable",61
M,"MIDAL E, Capsule",135
M,"MIDAZOLAM AGUETTANT 1 MG / ML, Soluté injectable [P] [TAB IV-CV]",126.4
M,"MIDAZOLAM AGUETTANT 5 MG / ML , Soluté injectable [P] [TAB IV-CV]",713
M,"MIDAZOLAM AGUETTANT 5 MG / ML, Soluté injectable [P] [TAB IV-CV] (Retiré du marché)",126.4
M,"MIDAZOLAM MYLAN 1 MG / ML, Soluttion injectable (IM,IV, Rectale) [P] [TAB IV-CV]",192
M,"MIDAZOLAM MYLAN 5 MG / 5 ML, Solution injectable [P] [TAB IV-CV]",1280
M,"MIDAZOLAM MYLAN 5 MG / 5 ML, Solution injectable [P] [TAB IV-CV]",192
M,"MIFLASONE 200 µg, Poudre en gélule pour inhalation",71.4
M,"MIFLASONE 400 µg, Poudre en gélule pour inhalation",140
M,"MIGRALGINE, Gélule",21.5
M,"MIGRIX 10 MG, Comprimé",157.2
M,"MIGRIX 5 MG, Comprimé",157.2
M,"MIKO-PEN 1200 MG, Ovule vaginale blanchâtre",51.5
M,"MIMPARA 30 MG, Comprimé pelliculé",1681
M,"MIMPARA 60 MG, Comprimé pelliculé",2966
M,"MIMPARA 90 MG, Comprimé pelliculé",4184
M,"MINALFENE 300 MG, Comprimé (Retiré du marché)",53.4
M,"MINIDRIL 0.15 MG / 0.03 MG, Comprimé enrobé",9
M,"MINIRIN 0.2 MG, Comprimé",268
M,"MINIRIN MELT 60 µG, Lyophilisats oraux",270
M,"MINIRIN SPRAY 10 µg , Solution endonasale en flacon",206
M,"MINOTREX 100 MG, Gélule (AMM suspendue)",70
M,"MINULET 0.075 MG / 0.03 MG, Comprimé enrobé",76.6
M,"MIOCAMEN 600 MG, Comprimé",121.4
M,"MIRCERA 100 µG / 0.3 ML, Solution injectable (Retiré du marché)",2516
M,"MIRCERA 150 µG / 0.3 ML, Solution injectable (Retiré du marché)",3559
M,"MIRCERA 200 µG / 0.3 ML, Solution injectable (Retiré du marché)",4586
M,"MIRCERA 250 µG / 0.3 ML, Solution injectable (Retiré du marché)",5761
M,"MIRCERA 50 µG / 0.3 ml, Solution injectable (Retriré du marché)",1366
M,"MIRCERA 75 µG / 0.3 ML, Solution injectable (Retiré du marché)",1895
M,"MIRZAM 1.25 MG, Gélule",40
M,"MIRZAM 10 MG, Gélule",106
M,"MIRZAM 2.5 MG, Gélule",46
M,"MIRZAM 5 MG, Gélule",55
M,"MITOSYL ESSENTIEL 40 G, Crème",47
M,"MIXTARD 30 HM 100 UI / ML PENFILL, Suspension injectable",73
M,"Mixtard 30 PENFILL 100 UI / ML, Suspension injectable",350
M,"MOBIC 15 MG / 1.5 ML, Ampoule injectable",37
M,"MOBIC 15 MG, Comprimé",61.5
M,"MOBIC 15 MG, Comprimé sécable",34.4
M,"MOBIC 15 MG, Suppositoire",75.5
M,"MOBIC 7.5 MG, Comprimé sécable",23.8
M,"MODINE 10 MG / 50 ML, Solution pour perfusion",162.4
M,"MODINE 30 MG, Comprimé pelliculé",130.5
M,"MODINE 30 MG, Comprimé pelliculé",260
M,"MODIXA 400 MG, Comprimé enrobé",139.5
M,"MODIXA 400 MG, Comprimé enrobé",195.2
M,"MODURETIC 5 MG / 50 MG, Comprimé",42.4
M,"MOLGAM 100 MG, Comprimé",11.3
M,"MOLGAM 100 MG, Comprimé",19.9
M,"MOLGAM 100 MG, Comprimé",29.1
M,"MOLGAM 200 MG, Comprimé",22
M,"MOLGAM 200 MG, Comprimé",40
M,"MONO-TILDIEM LP 200 MG, Gélule à libération prolongée",181.4
M,"MONO-TILDIEM LP 300 MG, Gélule à libération prolongée",218
M,"MONONITRIL 20 MG, Comprimé",17
M,"MONONITRIL 20 MG, Comprimé",49.5
M,"MONONITRIL 40 MG, Comprimé",65.2
M,"MONOZECLAR 500 MG, Comprimé pelliculé à libération modifiée",163.4
M,"MONOZECLAR 500 MG, Comprimé pelliculé à libération modifiée",87.3
M,"MOPRAL 20 MG, Gélule",131.1
M,"MOPRAL 40 MG, Flacons 10 ml Lyophilisat pour perfusion (Retiré du marché)",503
M,"MORPHINE SOTHEMA 10 MG / ML, Solution injectable [P] [SS]",73.4
M,"MOSCONTIN 10 MG, Comprimé enrobé L.P [P] [SS]",46.7
M,"MOSCONTIN 100 MG, Comprimé enrobé L.P [P] [SS]",295
M,"MOSCONTIN 30 MG, Comprimé enrobé L.P [P] [SS]",108.9
M,"MOSCONTIN 60 MG, Comprimé enrobé L.P [P] [SS]",209
M,"MOTILIUM 1 MG / ML, Suspension buvable",40.8
M,"MOTILIUM 10 MG, Comprimé",34.4
M,"MOVFOR 200 MG, Gélule",720
M,"MOVICOL, Poudre pour solution buvable en sachet",73.2
M,"MOZAL 20 MG, Microgranules gastro-résistants en gélule",99
M,"MOZAL 20 MG, Microgranules gastro-résistants en gélule",52.8
M,"MOZAL 20 MG, Microgranules gastro-résistants en gélule",30
M,MUCICLAR ADULTE (5% ) Sirop (Retiré du marché),44.85
M,"MUCICLAR ADULTE (5%), Sirop (Retiré du marché)",23.2
M,"MUCICLAR ENFANT et NOURRISSON 2%, Sirop (Retiré du marché)",14.9
M,"MUCOCIL 2 %, Sirop enfant",12.9
M,"MUCOCIL 5 %, Sirop adulte",19.4
M,"MUCOCIL 5 %, Sirop adulte",46.4
M,"MULTIBIC 2 MMOL / L, SANS POTASSIUM, Solution pour hémofiltration dans une poche bi-compartimentée",509
M,"MULTIBIC 2 MMOL/L, POTASSIUM, Solution pour hémofiltration dans une poche bi-compartimentée",509
M,"MUSFON 80 MG, Comprimé orodispérsible",50.4
M,"MUSFON 80 MG, Comprimé orodispérsible",19
M,"MUSFON 80 MG, Comprimé orodispérsible",33
M,"MUTESA, Suspension Buvable",32.1
M,"MUXIBEN FORT 100 MG / ML, Solution orale",33.6
M,"MUXOL, Solution buvable",32.6
M,"MUXOL, Solution buvable",18.7
M,"MYANTALGIC 37,5 MG / 325 MG, Comprimé effervessent [P]",34
M,"MYANTALGIC 37.5 MG / 325 MG, Comprimé pelliculé [P]",30
M,"MYBORTE 3.5 MG, Poudre pour solution injectable",5616
M,"MYCODERME 1 %, Crème",36.7
M,"MYCODERME 1 %, Poudre",49
M,"MYCODERME 150 MG, Ovule",38
M,"MYCOFLU 150 MG, Gélule",22.4
M,"MYCOFLU 150 MG, Gélule",76.2
M,"MYCOFLU 150 MG, Gélule",121.5
M,"MYCOHYDRALIN, Crème",36
M,"MYCOLOG, Pommade ( Retiré du marché)",30.9
M,"MYCOPHENOLATE DE MOFETIL MYLAN 500 MG,  Comprimé pelliculé",683
M,"MYCOPHENOLATE MOFETIL NORMON 250 MG, Comprimé pelliculé",649
M,"MYCOPHENOLATE MOFETIL NORMON 500 MG, Comprimé pelliculé",683
M,"MYCOSPOR 1%, Crème",64
M,"MYCOSTER 1 % , Crème",45.2
M,"MYCOSTER 1 %, Solution pour application locale",43.5
M,"MYCOSTER 8 % , Solution filmogène",146.6
M,"MYDOFLEX 150 MG, Comprimé pelliculé",94
M,"MYDRIATICUM 0.5 %, Collyre",25.9
M,"MYFORTIC 360 MG, Comprimé pelliculé gastro-résistant",2265
M,"MYHEP ALL 400 MG / 100 MG, Comprimé pelliculé",4395
M,"MYK 1 %, Crème",39.6
M,"MYK 1 %, Solution pour application locale",64.5
M,"MYNAZOL 150 MG, Gélule",22.4
M,"MYNAZOL 150 MG, Gélule",70.4
M,"MYNAZOL 150 MG, Gélule",107.5
M,"MYNAZOL 50 MG, Gélule (Retiré du marché)",87
M,"MYOBIL , Comprimé",79
M,"MYOLAXOL 500 MG / 2MG, Comprimé sécable",37
M,"MYOZYME 50 MG, Poudre pour solution à diluer pour perfusion",5907
M,"MYRIN 100 MG, Comprimé enrobé",1584
M,"MYRIN 50 MG, Comprimé enrobé",1346
M,"MYTELASE 10 MG, Comprimé",81
N,"NAABAK 4,9 %, Collyre",84
N,"NAAXIA, Collyre",53.4
N,"NABYOL FORTE 100 MG, Comprimé enrobé",24.8
N,"NALGESIC 300 MG , Comprimé pelliculé",76.5
N,"NALGESIC 300 MG, Comprimé pelliculé",30.6
N,"NALOXONE MYLAN 0.4 MG / 1 ML, Solution injectable",538
N,"NAN 1ER AGE OPTIPRO, Lait",78
N,"NAN 2EME AGE OPTIPRO, Lait",73
N,"NAN 3 OPTIPRO, Lait",70
N,"NAN AC 1ER AGE, Lait",79
N,"NAN AC 2EME AGE, Lait",79
N,"NAN AR PREMIUM 0-12 MOIS, Lait",78
N,"NAN HA 1ER AGE PREMIUM, Lait",84
N,"NAN HA 2EME AGE PREMIUM, Lait",84
N,"NAPROGEL 10 %, Gel",44.2
N,"NAPROSYNE 500 MG, Comprimé",45.6
N,"NAPROSYNE 500 MG, Suppositoire (Retiré du marché)",53.1
N,"NARSEC, Granulés en sachet",24
N,"NASACORT 55 µg, Spray",107.4
N,"NASONEX 50 µg / dose, Suspension pour pulvérisation nasale",50.1
N,"NASONEX 50 µg / dose, Suspension pour pulvérisation nasale",131.7
N,"NATISPRAY, Aerosol",69.3
N,"NATIVA 1ER AGE, Lait",66
N,"NATIVA 2EME AGE, Lait",66
N,"NATIVA CLASSIC FER, Lait (0 à 12 mois)",37
N,"NATRIXAM 1.5 MG / 10 MG, Comprimé à libération modifiée",87.5
N,"NATRIXAM 1.5 MG / 5 MG, Comprimé à libération modifiée",79.9
N,"NAUREUS 0.5 MG / ML, Solution buvable",25
N,"NAUREUS 5 MG, Comprimé pelliculé",40.7
N,"NAUREUS 5 MG, Comprimé pelliculé",74.9
N,"NAUSELIUM 1 MG / ML, Suspension buvable",29
N,"NAUSELIUM 10 MG, Comprimé pelliculé",29
N,"NAUTAMINE 90 MG, Comprimé",16.2
